OrderID,CustomerID,PrimaryProductID,DateID,ChannelID,OrderDate,ShipDate,DeliveryDate,Quantity,Revenue_USD,COGS_USD,GrossMargin_USD,GrossMarginPct,DiscountPct,ShippingCost_USD,FulfillmentDays,ShippedOnTime,OrderStatus
433,368,4,20240410,1,2024-04-10,2024-04-11,2024-04-14,1,78.16,39.96,38.2,48.87,10.0,0.0,3,True,Completed
434,416,85,20240420,2,2024-04-20,2024-04-20,2024-04-24,2,119.88,67.93,51.95,43.34,8.19,0.0,4,True,Completed
435,687,83,20230106,1,2023-01-06,2023-01-06,2023-01-09,1,71.71,32.88,38.83,54.15,10.0,10.37,3,True,Completed
436,658,115,20220515,5,2022-05-15,2022-05-15,2022-05-18,3,179.23,69.73,109.5,61.09,0.0,0.0,3,True,Completed
437,8,31,20230708,3,2023-07-08,2023-07-10,2023-07-13,3,217.06,88.44,128.62,59.26,3.09,0.0,3,True,Completed
438,708,68,20230921,1,2023-09-21,2023-09-21,2023-09-26,4,293.33,132.81,160.52,54.72,7.94,0.0,5,True,Completed
439,646,10,20221212,5,2022-12-12,2022-12-13,2022-12-18,6,333.89,121.96,211.93,63.47,0.0,0.0,5,True,Completed
440,302,119,20241216,2,2024-12-16,2024-12-17,2024-12-21,1,43.39,15.74,27.65,63.72,0.0,13.06,4,True,Completed
441,587,104,20231215,1,2023-12-15,2023-12-17,2023-12-18,4,274.77,136.0,138.77,50.5,6.59,0.0,1,True,Completed
442,606,48,20221001,5,2022-10-01,2022-10-01,2022-10-02,2,40.53,21.23,19.3,47.62,3.61,10.74,1,True,Completed
443,610,64,20241219,7,2024-12-19,2024-12-20,2024-12-25,2,127.74,69.94,57.8,45.25,0.0,0.0,5,True,Completed
444,172,45,20240507,1,2024-05-07,2024-05-08,2024-05-11,2,152.45,75.05,77.4,50.77,6.15,0.0,3,True,Completed
445,771,88,20230914,7,2023-09-14,2023-09-15,2023-09-17,2,84.44,36.08,48.36,57.27,0.0,0.0,2,True,Completed
446,460,68,20220117,2,2022-01-17,2022-01-19,2022-01-24,2,172.46,68.06,104.4,60.54,0.0,0.0,5,False,Completed
447,443,35,20230406,4,2023-04-06,2023-04-06,2023-04-10,2,61.37,25.85,35.52,57.88,7.82,10.14,4,True,Completed
448,603,87,20240516,5,2024-05-16,2024-05-17,2024-05-18,4,238.65,78.6,160.05,67.06,0.0,0.0,1,True,Completed
449,107,93,20220605,4,2022-06-05,2022-06-07,2022-06-08,1,39.85,22.36,17.49,43.89,0.0,6.2,1,True,Completed
450,223,91,20240214,8,2024-02-14,2024-02-14,2024-02-17,2,154.74,66.24,88.5,57.19,7.07,0.0,3,True,Completed
451,713,85,20241115,1,2024-11-15,2024-11-16,2024-11-21,3,155.22,84.81,70.41,45.36,5.0,0.0,5,True,Completed
452,709,42,20240625,7,2024-06-25,2024-06-25,2024-06-27,3,96.31,35.74,60.57,62.89,0.0,0.0,2,True,Completed
453,272,119,20221219,1,2022-12-19,2022-12-20,2022-12-24,1,43.39,15.74,27.65,63.72,0.0,11.8,4,True,Completed
454,659,34,20221128,1,2022-11-28,2022-11-28,2022-12-01,1,46.07,23.24,22.83,49.56,0.0,11.13,3,True,Completed
455,153,5,20241115,4,2024-11-15,2024-11-17,2024-11-22,2,51.74,23.14,28.6,55.28,0.0,12.29,5,False,Completed
456,725,56,20220105,7,2022-01-05,2022-01-05,2022-01-06,1,11.92,5.32,6.6,55.37,10.0,13.3,1,True,Completed
457,706,73,20220104,5,2022-01-04,2022-01-04,2022-01-06,1,61.58,31.5,30.08,48.85,20.0,8.99,2,True,Completed
458,663,44,20240117,1,2024-01-17,2024-01-18,2024-01-21,3,164.81,71.68,93.13,56.51,7.88,0.0,3,True,Completed
459,307,81,20240219,4,2024-02-19,2024-02-19,2024-02-26,3,199.39,85.83,113.56,56.95,1.82,0.0,7,False,Completed
460,65,64,20231001,5,2023-10-01,2023-10-02,2023-10-04,6,432.63,187.56,245.07,56.65,3.99,0.0,2,True,Completed
461,44,84,20240716,2,2024-07-16,2024-07-18,2024-07-22,2,152.16,44.68,107.48,70.64,0.0,0.0,4,True,Completed
462,594,95,20220823,1,2022-08-23,2022-08-23,2022-08-28,1,52.39,22.09,30.3,57.84,5.0,10.23,5,True,Completed
463,665,7,20221211,1,2022-12-11,2022-12-11,2022-12-14,3,158.55,79.44,79.11,49.9,10.0,0.0,3,True,Completed
464,66,64,20240908,5,2024-09-08,2024-09-09,2024-09-11,1,60.68,34.97,25.71,42.37,5.0,6.56,2,True,Completed
465,756,88,20240812,4,2024-08-12,2024-08-12,2024-08-16,1,42.22,18.04,24.18,57.27,0.0,13.52,4,True,Completed
466,344,97,20231222,1,2023-12-22,2023-12-22,2023-12-26,1,95.58,44.12,51.46,53.84,5.0,0.0,4,True,Completed
467,42,81,20241203,1,2024-12-03,2024-12-04,2024-12-09,4,144.98,65.52,79.46,54.81,0.0,0.0,5,True,Completed
468,792,19,20240330,3,2024-03-30,2024-03-30,2024-04-02,1,76.67,31.66,45.01,58.71,0.0,0.0,3,True,Completed
469,39,79,20231229,3,2023-12-29,2023-12-29,2024-01-02,2,54.02,29.68,24.34,45.06,3.37,8.11,4,True,Completed
470,780,60,20240103,8,2024-01-03,2024-01-04,2024-01-06,2,182.26,79.63,102.63,56.31,0.0,0.0,2,True,Completed
471,164,83,20231011,4,2023-10-11,2023-10-13,2023-10-15,1,79.68,32.88,46.8,58.73,0.0,0.0,2,True,Completed
472,777,7,20240805,3,2024-08-05,2024-08-06,2024-08-10,3,176.16,79.44,96.72,54.9,0.0,0.0,4,True,Completed
473,73,76,20231103,6,2023-11-03,2023-11-04,2023-11-08,3,258.9,134.48,124.42,48.06,0.0,0.0,4,True,Completed
474,243,49,20221203,5,2022-12-03,2022-12-03,2022-12-06,3,174.59,70.71,103.88,59.5,2.52,0.0,3,True,Completed
475,199,26,20230821,4,2023-08-21,2023-08-23,2023-08-26,5,206.72,102.77,103.95,50.29,3.33,0.0,3,True,Completed
476,175,30,20241213,3,2024-12-13,2024-12-14,2024-12-18,3,126.28,61.73,64.55,51.12,0.0,0.0,4,True,Completed
477,439,42,20220121,5,2022-01-21,2022-01-23,2022-01-29,1,16.69,7.86,8.83,52.91,0.0,14.34,6,False,Completed
478,428,61,20241117,8,2024-11-17,2024-11-18,2024-11-21,2,85.9,51.82,34.08,39.67,0.0,0.0,3,True,Completed
479,714,31,20230918,6,2023-09-18,2023-09-18,2023-09-21,1,47.38,21.86,25.52,53.86,10.0,12.23,3,True,Completed
480,303,3,20220729,1,2022-07-29,2022-07-30,2022-08-01,6,321.83,135.32,186.51,57.95,2.51,0.0,2,True,Completed
481,721,10,20240111,4,2024-01-11,2024-01-11,2024-01-14,5,382.51,160.48,222.03,58.05,3.93,0.0,3,True,Completed
482,83,120,20240716,4,2024-07-16,2024-07-16,2024-07-21,1,42.21,27.04,15.17,35.94,15.0,12.06,5,True,Completed
483,477,23,20230514,4,2023-05-14,2023-05-14,2023-05-18,1,69.27,39.66,29.61,42.75,10.0,11.04,4,True,Completed
484,245,95,20241224,3,2024-12-24,2024-12-25,2024-12-28,2,134.67,66.21,68.46,50.84,13.28,0.0,3,True,Completed
485,434,45,20231019,2,2023-10-19,2023-10-20,2023-10-24,1,104.14,48.57,55.57,53.36,0.0,0.0,4,True,Completed
486,695,58,20240418,6,2024-04-18,2024-04-18,2024-04-21,5,285.68,145.07,140.61,49.22,15.0,0.0,3,True,Completed
487,184,14,20230525,2,2023-05-25,2023-05-26,2023-05-28,8,450.98,181.71,269.27,59.71,0.0,0.0,2,True,Completed
488,756,9,20230703,4,2023-07-03,2023-07-04,2023-07-07,1,39.05,24.72,14.33,36.7,10.0,13.5,3,True,Completed
489,352,63,20230622,4,2023-06-22,2023-06-23,2023-06-25,4,266.72,109.81,156.91,58.83,5.72,0.0,2,True,Completed
490,381,7,20221203,8,2022-12-03,2022-12-03,2022-12-08,2,123.89,58.14,65.75,53.07,7.89,0.0,5,True,Completed
491,726,20,20241221,4,2024-12-21,2024-12-23,2024-12-27,2,65.21,27.92,37.29,57.18,0.0,8.33,4,True,Completed
492,325,58,20220223,8,2022-02-23,2022-02-24,2022-03-01,1,31.75,9.21,22.54,70.99,0.0,8.7,5,True,Completed
493,787,41,20241205,1,2024-12-05,2024-12-07,2024-12-12,1,58.08,31.37,26.71,45.99,20.0,10.91,5,False,Completed
494,297,74,20230115,8,2023-01-15,2023-01-17,2023-01-21,4,216.82,90.57,126.25,58.23,0.79,0.0,4,True,Completed
495,42,40,20230918,1,2023-09-18,2023-09-20,2023-09-21,2,142.22,68.54,73.68,51.81,3.89,0.0,1,True,Completed
496,540,36,20221101,1,2022-11-01,2022-11-03,2022-11-09,5,199.15,93.0,106.15,53.3,0.83,0.0,6,False,Completed
497,152,50,20230416,5,2023-04-16,2023-04-17,2023-04-20,1,75.83,44.7,31.13,41.05,0.0,0.0,3,True,Completed
498,90,95,20241022,1,2024-10-22,2024-10-24,2024-10-28,5,238.03,96.41,141.62,59.5,3.83,0.0,4,True,Completed
499,213,68,20220517,2,2022-05-17,2022-05-17,2022-05-21,8,435.89,216.14,219.75,50.41,6.37,0.0,4,True,Completed
500,391,106,20221107,2,2022-11-07,2022-11-09,2022-11-11,2,88.94,39.26,49.68,55.86,10.0,0.0,2,True,Completed
501,230,34,20240522,1,2024-05-22,2024-05-24,2024-05-26,1,43.77,23.24,20.53,46.9,5.0,11.72,2,True,Completed
502,428,83,20241111,1,2024-11-11,2024-11-12,2024-11-15,6,408.2,183.18,225.02,55.12,2.02,0.0,3,True,Completed
503,488,48,20240112,8,2024-01-12,2024-01-12,2024-01-14,3,113.41,43.58,69.83,61.57,8.25,0.0,2,True,Completed
504,370,46,20220325,2,2022-03-25,2022-03-25,2022-03-28,3,141.81,61.56,80.25,56.59,3.7,0.0,3,True,Completed
505,324,39,20231130,6,2023-11-30,2023-11-30,2023-12-04,3,208.46,84.72,123.74,59.36,5.0,0.0,4,True,Completed
506,382,118,20231107,5,2023-11-07,2023-11-07,2023-11-09,3,381.18,183.93,197.25,51.75,0.0,0.0,2,True,Completed
507,573,68,20240904,4,2024-09-04,2024-09-04,2024-09-06,7,597.33,240.57,356.76,59.73,2.6,0.0,2,True,Completed
508,320,57,20230918,4,2023-09-18,2023-09-20,2023-09-22,2,58.16,19.74,38.42,66.06,5.0,12.86,2,True,Completed
509,763,110,20230128,5,2023-01-28,2023-01-28,2023-01-30,2,114.94,61.44,53.5,46.55,5.0,0.0,2,True,Completed
510,81,15,20220725,2,2022-07-25,2022-07-27,2022-07-28,2,113.96,44.13,69.83,61.28,0.0,0.0,1,True,Completed
511,61,6,20231101,3,2023-11-01,2023-11-02,2023-11-04,5,284.22,145.42,138.8,48.84,12.65,0.0,2,True,Completed
512,150,75,20220214,6,2022-02-14,2022-02-15,2022-02-19,6,368.35,180.67,187.68,50.95,5.11,0.0,4,True,Completed
513,773,13,20220927,3,2022-09-27,2022-09-27,2022-09-30,4,288.87,127.14,161.73,55.99,5.98,0.0,3,True,Completed
514,418,16,20231102,1,2023-11-02,2023-11-03,2023-11-06,5,258.84,135.18,123.66,47.77,5.14,0.0,3,True,Completed
515,455,110,20240322,1,2024-03-22,2024-03-24,2024-03-28,1,51.42,30.72,20.7,40.26,15.0,14.04,4,True,Completed
516,14,14,20230424,8,2023-04-24,2023-04-25,2023-04-27,1,71.28,36.87,34.41,48.27,0.0,12.08,2,True,Completed
517,605,115,20230607,8,2023-06-07,2023-06-07,2023-06-14,2,150.52,55.62,94.9,63.05,11.9,0.0,7,False,Completed
518,435,92,20221206,5,2022-12-06,2022-12-07,2022-12-13,2,138.94,39.5,99.44,71.57,5.0,0.0,6,False,Completed
519,683,63,20230409,4,2023-04-09,2023-04-10,2023-04-12,1,54.36,14.4,39.96,73.51,0.0,10.08,2,True,Completed
520,644,95,20231011,7,2023-10-11,2023-10-12,2023-10-18,1,55.15,22.09,33.06,59.95,0.0,12.09,6,False,Completed
521,335,13,20231227,1,2023-12-27,2023-12-28,2024-01-01,3,177.5,81.17,96.33,54.27,10.0,0.0,4,True,Completed
522,268,70,20231002,3,2023-10-02,2023-10-02,2023-10-05,5,202.18,78.79,123.39,61.03,0.0,0.0,3,True,Completed
523,676,91,20221004,6,2022-10-04,2022-10-05,2022-10-07,1,95.38,37.47,57.91,60.72,0.0,0.0,2,True,Completed
524,113,71,20230928,3,2023-09-28,2023-09-28,2023-10-01,2,237.98,94.46,143.52,60.31,5.0,0.0,3,True,Completed
525,401,49,20231023,2,2023-10-23,2023-10-23,2023-10-26,3,142.35,73.35,69.0,48.47,8.58,0.0,3,True,Completed
526,358,98,20240910,5,2024-09-10,2024-09-10,2024-09-13,2,118.33,54.22,64.11,54.18,11.69,0.0,3,True,Completed
527,254,11,20240220,1,2024-02-20,2024-02-21,2024-02-23,3,104.73,48.42,56.31,53.77,0.0,0.0,2,True,Completed
528,552,111,20220924,2,2022-09-24,2022-09-25,2022-09-26,1,56.99,24.12,32.87,57.68,0.0,9.78,1,True,Completed
529,325,74,20231219,2,2023-12-19,2023-12-21,2023-12-24,1,36.11,19.62,16.49,45.67,0.0,12.21,3,True,Completed
530,684,47,20240812,2,2024-08-12,2024-08-12,2024-08-17,4,75.22,27.34,47.88,63.65,2.36,0.0,5,True,Completed
531,49,103,20230105,2,2023-01-05,2023-01-06,2023-01-09,3,96.13,38.28,57.85,60.18,12.62,0.0,3,True,Completed
532,544,102,20220418,3,2022-04-18,2022-04-19,2022-04-22,1,79.7,37.21,42.49,53.31,10.0,0.0,3,True,Completed
533,553,33,20230719,2,2023-07-19,2023-07-19,2023-07-21,1,39.81,13.94,25.87,64.98,0.0,12.86,2,True,Completed
534,529,28,20240112,6,2024-01-12,2024-01-14,2024-01-17,4,152.79,77.83,74.96,49.06,11.51,0.0,3,True,Completed
535,445,8,20240928,7,2024-09-28,2024-09-29,2024-10-03,2,99.89,36.49,63.4,63.47,1.6,0.0,4,True,Completed
536,66,35,20230620,4,2023-06-20,2023-06-21,2023-06-23,3,110.23,41.42,68.81,62.42,0.0,0.0,2,True,Completed
537,574,116,20230829,8,2023-08-29,2023-08-30,2023-09-01,1,63.21,34.41,28.8,45.56,0.0,7.22,2,True,Completed
538,181,93,20240217,4,2024-02-17,2024-02-19,2024-02-20,1,39.85,22.36,17.49,43.89,0.0,13.73,1,True,Completed
539,66,47,20230119,7,2023-01-19,2023-01-19,2023-01-23,2,63.48,22.76,40.72,64.15,15.0,9.56,4,True,Completed
540,585,67,20221207,5,2022-12-07,2022-12-09,2022-12-13,7,306.6,152.51,154.09,50.26,4.75,0.0,4,True,Completed
541,434,28,20240527,1,2024-05-27,2024-05-29,2024-05-31,3,118.32,49.56,68.76,58.11,0.0,0.0,2,True,Completed
542,547,41,20220330,2,2022-03-30,2022-04-01,2022-04-07,7,313.78,162.5,151.28,48.21,12.42,0.0,6,False,Completed
543,758,89,20220223,4,2022-02-23,2022-02-24,2022-03-01,4,285.62,149.05,136.57,47.82,12.62,0.0,5,True,Completed
544,403,39,20220110,7,2022-01-10,2022-01-12,2022-01-17,6,352.98,173.23,179.75,50.92,3.3,0.0,5,False,Completed
545,35,100,20230615,2,2023-06-15,2023-06-16,2023-06-19,3,139.38,76.92,62.46,44.81,0.0,0.0,3,True,Completed
546,103,65,20240427,6,2024-04-27,2024-04-27,2024-04-30,3,172.32,96.27,76.05,44.13,7.27,0.0,3,True,Completed
547,657,102,20240617,4,2024-06-17,2024-06-17,2024-06-18,2,168.24,70.09,98.15,58.34,0.0,0.0,1,True,Completed
548,731,98,20221215,8,2022-12-15,2022-12-16,2022-12-20,6,375.24,174.41,200.83,53.52,0.0,0.0,4,True,Completed
549,204,51,20240729,1,2024-07-29,2024-07-29,2024-07-31,2,58.1,33.0,25.1,43.2,15.0,13.95,2,True,Completed
550,663,12,20241202,4,2024-12-02,2024-12-02,2024-12-06,3,107.43,61.17,46.26,43.06,0.0,0.0,4,True,Completed
551,440,48,20230608,4,2023-06-08,2023-06-09,2023-06-12,1,15.45,7.07,8.38,54.24,5.0,6.12,3,True,Completed
552,507,25,20240830,1,2024-08-30,2024-08-30,2024-09-02,4,211.42,84.16,127.26,60.19,0.0,0.0,3,True,Completed
553,290,24,20231225,5,2023-12-25,2023-12-26,2023-12-30,1,54.62,24.42,30.2,55.29,0.0,8.6,4,True,Completed
554,379,11,20241125,3,2024-11-25,2024-11-27,2024-11-30,4,208.77,125.82,82.95,39.73,2.13,0.0,3,True,Completed
555,612,8,20230706,2,2023-07-06,2023-07-08,2023-07-11,1,71.28,26.5,44.78,62.82,15.0,10.23,3,True,Completed
556,613,1,20241208,5,2024-12-08,2024-12-08,2024-12-12,5,407.66,191.81,215.85,52.95,3.47,0.0,4,True,Completed
557,348,41,20231019,6,2023-10-19,2023-10-20,2023-10-22,2,145.2,62.74,82.46,56.79,0.0,0.0,2,True,Completed
558,131,36,20220311,3,2022-03-11,2022-03-12,2022-03-16,6,224.0,85.81,138.19,61.69,3.45,0.0,4,True,Completed
559,155,82,20240619,3,2024-06-19,2024-06-20,2024-06-23,4,185.57,71.86,113.71,61.28,4.03,0.0,3,True,Completed
560,727,15,20230409,3,2023-04-09,2023-04-10,2023-04-11,2,66.3,33.32,32.98,49.74,15.0,7.1,1,True,Completed
561,173,73,20221010,5,2022-10-10,2022-10-11,2022-10-12,5,387.05,151.03,236.02,60.98,0.94,0.0,1,True,Completed
562,337,88,20240310,1,2024-03-10,2024-03-10,2024-03-12,4,232.5,104.35,128.15,55.12,9.14,0.0,2,True,Completed
563,725,35,20230824,4,2023-08-24,2023-08-25,2023-08-29,1,38.42,13.0,25.42,66.16,0.0,14.72,4,True,Completed
564,750,103,20230224,8,2023-02-24,2023-02-25,2023-03-03,3,186.09,73.51,112.58,60.5,0.0,0.0,6,False,Completed
565,262,111,20220527,1,2022-05-27,2022-05-28,2022-05-31,7,342.33,133.59,208.74,60.98,0.99,0.0,3,True,Completed
566,618,107,20241123,1,2024-11-23,2024-11-24,2024-11-27,3,97.21,35.91,61.3,63.06,0.0,0.0,3,True,Completed
567,433,56,20220524,5,2022-05-24,2022-05-24,2022-05-28,2,41.7,17.42,24.28,58.23,0.0,8.01,4,True,Completed
568,540,38,20241205,4,2024-12-05,2024-12-05,2024-12-08,2,93.12,51.96,41.16,44.2,3.31,0.0,3,True,Completed
569,303,118,20231113,3,2023-11-13,2023-11-14,2023-11-18,2,201.25,91.37,109.88,54.6,0.0,0.0,4,True,Completed
570,600,15,20230408,1,2023-04-08,2023-04-10,2023-04-11,3,133.15,55.41,77.74,58.39,0.0,0.0,1,True,Completed
571,602,58,20230118,5,2023-01-18,2023-01-18,2023-01-20,5,409.55,197.79,211.76,51.71,8.45,0.0,2,True,Completed
572,619,56,20240530,2,2024-05-30,2024-05-31,2024-06-03,2,95.64,32.87,62.77,65.63,4.31,0.0,3,True,Completed
573,763,80,20241015,4,2024-10-15,2024-10-17,2024-10-21,2,243.52,119.58,123.94,50.9,5.0,0.0,4,True,Completed
574,310,25,20240307,1,2024-03-07,2024-03-07,2024-03-12,1,48.72,17.96,30.76,63.14,0.0,14.72,5,True,Completed
575,149,81,20230920,4,2023-09-20,2023-09-20,2023-09-24,2,56.9,24.2,32.7,57.47,0.0,6.76,4,True,Completed
576,23,95,20230911,1,2023-09-11,2023-09-11,2023-09-15,6,313.41,128.04,185.37,59.15,2.36,0.0,4,True,Completed
577,106,54,20230309,4,2023-03-09,2023-03-10,2023-03-11,3,179.49,105.26,74.23,41.36,17.16,0.0,1,True,Completed
578,606,116,20230927,5,2023-09-27,2023-09-29,2023-10-01,4,199.99,82.34,117.65,58.83,4.87,0.0,2,True,Completed
579,356,21,20241208,2,2024-12-08,2024-12-10,2024-12-12,1,37.9,15.99,21.91,57.81,0.0,9.08,2,True,Completed
580,348,92,20241126,7,2024-11-26,2024-11-26,2024-12-01,5,298.17,156.05,142.12,47.66,8.16,0.0,5,True,Completed
581,290,62,20240106,4,2024-01-06,2024-01-07,2024-01-09,1,53.53,24.62,28.91,54.01,0.0,11.44,2,True,Completed
582,506,7,20241209,2,2024-12-09,2024-12-09,2024-12-13,3,176.16,79.44,96.72,54.9,0.0,0.0,4,True,Completed
583,516,56,20221001,1,2022-10-01,2022-10-02,2022-10-05,1,13.25,5.32,7.93,59.85,0.0,11.05,3,True,Completed
584,788,35,20240712,1,2024-07-12,2024-07-12,2024-07-16,4,175.02,68.35,106.67,60.95,7.59,0.0,4,True,Completed
585,626,14,20241222,4,2024-12-22,2024-12-24,2024-12-27,5,283.71,134.92,148.79,52.44,2.22,0.0,3,True,Completed
586,102,105,20231012,1,2023-10-12,2023-10-12,2023-10-15,1,53.09,22.69,30.4,57.26,10.0,9.94,3,True,Completed
587,486,11,20221212,2,2022-12-12,2022-12-12,2022-12-17,2,67.92,29.14,38.78,57.1,7.31,7.35,5,True,Completed
588,440,59,20220806,2,2022-08-06,2022-08-06,2022-08-10,3,229.38,81.18,148.2,64.61,0.0,0.0,4,True,Completed
589,789,9,20230801,1,2023-08-01,2023-08-03,2023-08-06,4,206.74,96.4,110.34,53.37,6.67,0.0,3,True,Completed
590,647,113,20220402,8,2022-04-02,2022-04-03,2022-04-05,5,145.8,74.91,70.89,48.62,10.03,0.0,2,True,Completed
591,626,58,20241119,7,2024-11-19,2024-11-21,2024-11-25,3,183.15,74.97,108.18,59.07,4.13,0.0,4,True,Completed
592,203,69,20230612,6,2023-06-12,2023-06-12,2023-06-16,1,78.06,27.55,50.51,64.71,10.0,0.0,4,True,Completed
593,554,71,20231110,2,2023-11-10,2023-11-10,2023-11-13,1,125.25,47.23,78.02,62.29,0.0,0.0,3,True,Completed
594,553,100,20220212,3,2022-02-12,2022-02-13,2022-02-17,1,46.46,25.64,20.82,44.81,0.0,10.54,4,True,Completed
595,520,84,20221220,2,2022-12-20,2022-12-21,2022-12-24,3,228.24,67.02,161.22,70.64,0.0,0.0,3,True,Completed
596,242,73,20230316,5,2023-03-16,2023-03-18,2023-03-21,6,395.8,155.69,240.11,60.66,7.43,0.0,3,True,Completed
597,336,100,20221214,3,2022-12-14,2022-12-14,2022-12-18,1,46.46,25.64,20.82,44.81,0.0,12.39,4,True,Completed
598,134,48,20220409,3,2022-04-09,2022-04-10,2022-04-14,2,32.52,14.14,18.38,56.52,0.0,11.02,4,True,Completed
599,652,120,20231218,2,2023-12-18,2023-12-18,2023-12-21,3,134.07,81.12,52.95,39.49,10.0,0.0,3,True,Completed
600,497,91,20231022,5,2023-10-22,2023-10-23,2023-10-27,1,95.38,37.47,57.91,60.72,0.0,0.0,4,True,Completed
601,765,118,20230910,1,2023-09-10,2023-09-10,2023-09-11,2,194.76,90.08,104.68,53.75,1.74,0.0,1,True,Completed
602,313,63,20220705,8,2022-07-05,2022-07-06,2022-07-09,1,54.36,14.4,39.96,73.51,0.0,13.04,3,True,Completed
603,221,1,20241107,1,2024-11-07,2024-11-08,2024-11-10,2,156.45,66.15,90.3,57.72,0.0,0.0,2,True,Completed
604,387,78,20241119,3,2024-11-19,2024-11-21,2024-11-24,3,129.12,41.83,87.29,67.6,0.0,0.0,3,True,Completed
605,640,30,20230225,4,2023-02-25,2023-02-27,2023-02-28,3,163.98,62.85,101.13,61.67,0.0,0.0,1,True,Completed
606,754,22,20241108,2,2024-11-08,2024-11-10,2024-11-14,2,162.66,50.4,112.26,69.02,5.0,0.0,4,True,Completed
607,661,25,20230203,1,2023-02-03,2023-02-05,2023-02-09,4,428.36,197.33,231.03,53.93,1.02,0.0,4,True,Completed
608,124,3,20241116,4,2024-11-16,2024-11-18,2024-11-21,4,100.52,37.52,63.0,62.67,5.12,0.0,3,True,Completed
609,412,120,20231228,3,2023-12-28,2023-12-29,2024-01-04,1,49.66,27.04,22.62,45.55,0.0,9.72,6,False,Completed
610,118,37,20221218,8,2022-12-18,2022-12-20,2022-12-24,2,81.5,40.45,41.05,50.37,17.53,0.0,4,True,Completed
611,186,50,20241216,1,2024-12-16,2024-12-17,2024-12-23,1,75.83,44.7,31.13,41.05,0.0,0.0,6,False,Completed
612,124,77,20241209,1,2024-12-09,2024-12-10,2024-12-13,1,37.28,7.99,29.29,78.57,0.0,12.76,3,True,Completed
613,476,4,20220407,3,2022-04-07,2022-04-08,2022-04-13,1,86.85,39.96,46.89,53.99,0.0,0.0,5,True,Completed
614,601,72,20231204,4,2023-12-04,2023-12-04,2023-12-08,2,113.62,52.28,61.34,53.99,0.0,0.0,4,True,Completed
615,513,48,20240920,1,2024-09-20,2024-09-20,2024-09-24,8,329.28,136.79,192.49,58.46,6.76,0.0,4,True,Completed
616,494,88,20220101,2,2022-01-01,2022-01-03,2022-01-06,1,42.22,18.04,24.18,57.27,0.0,11.68,3,True,Completed
617,166,39,20221231,5,2022-12-31,2022-12-31,2023-01-03,2,124.52,56.25,68.27,54.83,1.37,0.0,3,True,Completed
618,326,82,20231229,6,2023-12-29,2023-12-31,2024-01-03,6,368.39,165.06,203.33,55.19,2.53,0.0,3,True,Completed
619,10,115,20230914,4,2023-09-14,2023-09-14,2023-09-17,2,172.98,60.84,112.14,64.83,0.0,0.0,3,True,Completed
620,665,115,20240715,4,2024-07-15,2024-07-17,2024-07-20,3,224.73,82.61,142.12,63.24,4.61,0.0,3,True,Completed
621,182,2,20230411,6,2023-04-11,2023-04-11,2023-04-15,4,261.73,145.09,116.64,44.57,5.08,0.0,4,True,Completed
622,629,29,20220523,4,2022-05-23,2022-05-25,2022-06-01,5,187.7,80.7,107.0,57.01,2.62,0.0,7,False,Completed
623,285,71,20230601,3,2023-06-01,2023-06-03,2023-06-07,1,112.72,47.23,65.49,58.1,10.0,0.0,4,True,Completed
624,67,17,20231209,3,2023-12-09,2023-12-09,2023-12-13,5,205.47,107.23,98.24,47.81,12.98,0.0,4,True,Completed
625,710,88,20241228,4,2024-12-28,2024-12-29,2025-01-03,3,138.41,62.22,76.19,55.05,1.95,0.0,5,True,Completed
626,417,60,20240918,2,2024-09-18,2024-09-19,2024-09-21,3,193.06,109.82,83.24,43.12,3.38,0.0,2,True,Completed
627,324,11,20231125,1,2023-11-25,2023-11-26,2023-11-30,2,62.84,32.28,30.56,48.63,10.0,14.9,4,True,Completed
628,256,9,20241215,1,2024-12-15,2024-12-17,2024-12-23,1,43.39,24.72,18.67,43.03,0.0,10.31,6,False,Completed
629,257,44,20241206,1,2024-12-06,2024-12-06,2024-12-09,2,129.9,55.54,74.36,57.24,10.0,0.0,3,True,Completed
630,635,58,20240702,2,2024-07-02,2024-07-03,2024-07-04,1,31.75,9.21,22.54,70.99,0.0,6.54,1,True,Completed
631,711,118,20241108,1,2024-11-08,2024-11-09,2024-11-12,2,254.12,122.62,131.5,51.75,0.0,0.0,3,True,Completed
632,694,109,20220415,1,2022-04-15,2022-04-15,2022-04-19,1,90.96,44.93,46.03,50.6,0.0,0.0,4,True,Completed
633,676,60,20241011,4,2024-10-11,2024-10-12,2024-10-15,2,123.38,79.76,43.62,35.35,15.0,0.0,3,True,Completed
634,692,43,20240209,5,2024-02-09,2024-02-11,2024-02-15,1,28.2,12.85,15.35,54.43,0.0,6.1,4,True,Completed
635,199,66,20240718,7,2024-07-18,2024-07-18,2024-07-21,1,46.18,13.64,32.54,70.46,0.0,12.51,3,True,Completed
636,46,56,20220805,1,2022-08-05,2022-08-07,2022-08-10,1,12.59,5.32,7.27,57.74,5.0,9.21,3,True,Completed
637,151,38,20240702,3,2024-07-02,2024-07-04,2024-07-06,5,105.03,50.38,54.65,52.03,0.0,0.0,2,True,Completed
638,433,82,20241004,2,2024-10-04,2024-10-05,2024-10-07,5,206.52,97.48,109.04,52.8,3.93,0.0,2,True,Completed
639,167,117,20230701,1,2023-07-01,2023-07-02,2023-07-06,3,192.46,92.99,99.47,51.68,0.0,0.0,4,True,Completed
